category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Component	GO:0098687	16	365	9606	MCM5,CHRAC1,ORC2,ORC3,MCM4,MCM6,MCM2,CDK2,ORC5,CDT1,MCM7,ORC1,RPA4,CDK1,ORC4,MCM3	MCM5,CHRAC1,ORC2,ORC3,MCM4,MCM6,MCM2,CDK2,ORC5,CDT1,MCM7,ORC1,RPA4,CDK1,ORC4,MCM3	2e-13	1.41e-11	Chromosomal region
WikiPathways	WP707	10	69	9606	CDK4,CCNE1,CDK6,CDK2,RB1,CDC25A,E2F1,CDK1,CDKN1A,CCNE2	CDK4,CCNE1,CDK6,CDK2,RB1,CDC25A,E2F1,CDK1,CDKN1A,CCNE2	1.62e-13	1.81e-11	DNA damage response
NetworkNeighborAL	CL:6926	7	10	9606	CCNA1,CDK4,CCNE1,CDK2,RB1,E2F1,CCNE2	CCNA1,CDK4,CCNE1,CDK2,RB1,E2F1,CCNE2	8.73e-14	2.66e-11	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)
COMPARTMENTS	GOCC:0000307	9	48	9606	CCNA1,CDK4,CCNE1,CDK6,CDK2,CDK1,CDKN1A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK6,CDK2,CDK1,CDKN1A,CCNE2,CCNA2	3.53e-13	2.7e-11	Cyclin-dependent protein kinase holoenzyme complex
Process	GO:0007346	18	493	9606	CDC6,GMNN,MAD2L2,CDK4,CDK2,RB1,TICRR,CDT1,CDC25A,DONSON,E2F1,RRM2,DTL,ORC1,CDK1,CDKN1A,CDC7,CDKN2A	CDC6,GMNN,MAD2L2,CDK4,CDK2,RB1,TICRR,CDT1,CDC25A,DONSON,E2F1,RRM2,DTL,ORC1,CDK1,CDKN1A,CDC7,CDKN2A	1.01e-13	2.92e-11	Regulation of mitotic cell cycle
RCTM	HSA-6804116	7	14	9606	CCNA1,CCNE1,CDK2,E2F1,CDKN1A,CCNE2,CCNA2	CCNA1,CCNE1,CDK2,E2F1,CDKN1A,CCNE2,CCNA2	5.16e-13	3.57e-11	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
Process	GO:0051276	23	968	9606	MCM5,CHRAC1,MAD2L2,GINS2,MCM4,GINS1,CCNE1,MCM6,MCM2,RB1,GINS4,CDT1,MCM7,MCM9,MCMBP,POLE3,MCM8,CDK1,GINS3,MCMDC2,CCNE2,MCM3,MCM8-2	MCM5,CHRAC1,MAD2L2,GINS2,MCM4,GINS1,CCNE1,MCM6,MCM2,RB1,GINS4,CDT1,MCM7,MCM9,MCMBP,POLE3,MCM8,CDK1,GINS3,MCMDC2,CCNE2,MCM3,MCM8-2	1.31e-13	3.73e-11	Chromosome organization
RCTM	HSA-180786	9	51	9606	CCNA1,POLD3,POLA2,CDK2,PRIM1,POLA1,POLD2,CCNA2,PRIM2	CCNA1,POLD3,POLA2,CDK2,PRIM1,POLA1,POLD2,CCNA2,PRIM2	5.75e-13	3.86e-11	Extension of Telomeres
Component	GO:0000307	9	51	9606	CCNA1,CDK4,CCNE1,CDK6,CDK2,CDK1,CDKN1A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK6,CDK2,CDK1,CDKN1A,CCNE2,CCNA2	5.75e-13	3.92e-11	Cyclin-dependent protein kinase holoenzyme complex
RCTM	HSA-110314	8	30	9606	RBX1,POLE2,POLD3,POLE,DTL,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,DTL,POLE3,POLE4,POLD2	6.52e-13	4.25e-11	Recognition of DNA damage by PCNA-containing replication complex
Process	GO:0045786	16	359	9606	CDC6,GMNN,MAD2L2,CDK6,CDK2,RB1,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A,CDKN2A	CDC6,GMNN,MAD2L2,CDK6,CDK2,RB1,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A,CDKN2A	1.57e-13	4.32e-11	Negative regulation of cell cycle
Process	GO:1902969	7	12	9606	MCM4,GINS1,MCM6,MCM2,POLA1,GINS3,MCM3	MCM4,GINS1,MCM6,MCM2,POLA1,GINS3,MCM3	2.25e-13	6.08e-11	Mitotic DNA replication
InterPro	IPR012340	11	89	9606	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,RPA4,MCM8,MCM10,MCM3,MCM8-2	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,RPA4,MCM8,MCM10,MCM3,MCM8-2	4.51e-14	6.48e-11	Nucleic acid-binding, OB-fold
TISSUES	BTO:0000180	16	322	9606	MCM5,CCNE1,CDK2,RB1,SKP2,CDT1,CDC25A,MCM7,E2F1,REV3L,RRM2,CDK1,CDKN1A,CUL2,CCNE2,CCNA2	MCM5,CCNE1,CDK2,RB1,SKP2,CDT1,CDC25A,MCM7,E2F1,REV3L,RRM2,CDK1,CDKN1A,CUL2,CCNE2,CCNA2	3.16e-14	7.66e-11	Cervical carcinoma cell
COMPARTMENTS	GOCC:0005622	66	11512	9606	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,LRR1,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,LRR1,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2	1.72e-12	1.28e-10	Intracellular
Process	GO:0031570	11	113	9606	CDC6,CDK2,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A	CDC6,CDK2,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A	5.05e-13	1.32e-10	DNA integrity checkpoint signaling
DISEASES	DOID:4645	8	19	9606	CDK4,CDK6,CDK2,RB1,E2F1,CDKN2A,ELOC,CCNA2	CDK4,CDK6,CDK2,RB1,E2F1,CDKN2A,ELOC,CCNA2	3.05e-14	1.4e-10	Retinal cancer
Process	GO:0000075	12	157	9606	CDC6,MAD2L2,CDK2,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A	CDC6,MAD2L2,CDK2,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A	5.94e-13	1.53e-10	Cell cycle checkpoint signaling
RCTM	HSA-110313	8	39	9606	POLE2,MAD2L2,POLD3,POLE,REV3L,POLE3,POLE4,POLD2	POLE2,MAD2L2,POLD3,POLE,REV3L,POLE3,POLE4,POLD2	4.09e-12	2.59e-10	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template
KEGG	hsa05203	12	183	9606	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,SKP2,CDK1,CDKN1A,CDKN2A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,SKP2,CDK1,CDKN1A,CDKN2A,CCNE2,CCNA2	3.26e-12	2.74e-10	Viral carcinogenesis
COMPARTMENTS	GOCC:0005664	6	8	9606	ORC6,ORC2,ORC3,ORC5,ORC1,ORC4	ORC6,ORC2,ORC3,ORC5,ORC1,ORC4	4.25e-12	3.06e-10	Nuclear origin of replication recognition complex
DISEASES	DOID:0060306	7	11	9606	CDC6,MCM5,ORC6,CDT1,DONSON,ORC1,ORC4	CDC6,MCM5,ORC6,CDT1,DONSON,ORC1,ORC4	1.42e-13	3.27e-10	Meier-Gorlin syndrome
Process	GO:1901988	13	225	9606	CDC6,MAD2L2,CDK2,RB1,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A	CDC6,MAD2L2,CDK2,RB1,TICRR,CDT1,DONSON,E2F1,DTL,ORC1,RPA4,CDK1,CDKN1A	1.71e-12	4.33e-10	Negative regulation of cell cycle phase transition
COMPARTMENTS	GOCC:0036387	6	9	9606	CDC6,ORC6,ORC3,DBF4,CDT1,CDC7	CDC6,ORC6,ORC3,DBF4,CDT1,CDC7	7.07e-12	4.93e-10	Pre-replicative complex
Function	GO:0016779	11	118	9606	POLE2,CHRAC1,POLE,PRIM1,REV3L,POLE3,POLA1,CRCP,POLG,POLE4,POLG2	POLE2,CHRAC1,POLE,PRIM1,REV3L,POLE3,POLA1,CRCP,POLG,POLE4,POLG2	7.84e-13	5.52e-10	Nucleotidyltransferase activity
Function	GO:0003697	11	120	9606	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,RPA4,MCM8,POLA1,MCM10,MCM3	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,RPA4,MCM8,POLA1,MCM10,MCM3	9.3e-13	5.73e-10	Single-stranded DNA binding
KEGG	hsa04115	9	72	9606	CDK4,CCNE1,CDK6,CDK2,RRM2,CDK1,CDKN1A,CDKN2A,CCNE2	CDK4,CCNE1,CDK6,CDK2,RRM2,CDK1,CDKN1A,CDKN2A,CCNE2	9.57e-12	6.43e-10	p53 signaling pathway
KEGG	hsa03420	8	46	9606	RBX1,POLE2,POLD3,POLE,RPA4,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,RPA4,POLE3,POLE4,POLD2	1.33e-11	7.43e-10	Nucleotide excision repair
Process	GO:0051301	17	527	9606	CDC6,MCM5,MAD2L2,CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,CDT1,CDC25A,MCMBP,CDK1,CDC7,CDKN2A,CCNE2,CCNA2	CDC6,MCM5,MAD2L2,CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,CDT1,CDC25A,MCMBP,CDK1,CDC7,CDKN2A,CCNE2,CCNA2	3.69e-12	9.18e-10	Cell division
DISEASES	DOID:768	7	16	9606	CDK4,CDK6,CDK2,RB1,E2F1,CDKN2A,CCNA2	CDK4,CDK6,CDK2,RB1,E2F1,CDKN2A,CCNA2	1.08e-12	1.24e-09	Retinoblastoma
RCTM	HSA-2559583	11	163	9606	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CDKN2A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CDKN2A,CCNE2,CCNA2	2.1e-11	1.29e-09	Cellular Senescence
RCTM	HSA-6791312	8	49	9606	CCNA1,CCNE1,CDK2,E2F1,CDK1,CDKN1A,CCNE2,CCNA2	CCNA1,CCNE1,CDK2,E2F1,CDK1,CDKN1A,CCNE2,CCNA2	2.09e-11	1.29e-09	TP53 Regulates Transcription of Cell Cycle Genes
Process	GO:0000731	8	41	9606	POLE2,MAD2L2,POLD3,POLE,REV3L,DTL,POLA1,POLD2	POLE2,MAD2L2,POLD3,POLE,REV3L,DTL,POLA1,POLD2	5.83e-12	1.41e-09	DNA synthesis involved in DNA repair
Process	GO:0006950	37	3358	9606	MCM5,RBX1,POLE2,MAD2L2,GINS2,MCM4,POLD3,MCM6,MCM2,CDK2,TICRR,SKP2,GINS4,DONSON,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,DTL,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,MCMDC2,MCM10,CDKN2A,POLG2,POLD2,MCM3,CCNA2	MCM5,RBX1,POLE2,MAD2L2,GINS2,MCM4,POLD3,MCM6,MCM2,CDK2,TICRR,SKP2,GINS4,DONSON,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,DTL,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,MCMDC2,MCM10,CDKN2A,POLG2,POLD2,MCM3,CCNA2	6.03e-12	1.43e-09	Response to stress
KEGG	hsa05200	16	515	9606	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CUL2,CDKN2A,CCNE2,ELOC,CCNA2	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CUL2,CDKN2A,CCNE2,ELOC,CCNA2	3.02e-11	1.45e-09	Pathways in cancer
InterPro	IPR027925	6	6	9606	MCM5,MCM4,MCM6,MCM2,MCM7,MCM3	MCM5,MCM4,MCM6,MCM2,MCM7,MCM3	1.32e-12	1.57e-09	MCM N-terminal domain
InterPro	IPR018525	6	6	9606	MCM5,MCM4,MCM6,MCM2,MCM7,MCM3	MCM5,MCM4,MCM6,MCM2,MCM7,MCM3	1.32e-12	1.57e-09	Mini-chromosome maintenance, conserved site
Function	GO:0003678	9	63	9606	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,MCM8,MCM3,MCM8-2	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,MCM8,MCM3,MCM8-2	3.2e-12	1.75e-09	DNA helicase activity
RCTM	HSA-113501	6	13	9606	POLA2,RB1,E2F1,PRIM1,POLA1,PRIM2	POLA2,RB1,E2F1,PRIM1,POLA1,PRIM2	3.79e-11	2.22e-09	Inhibition of replication initiation of damaged DNA by RB1/E2F1
Function	GO:0016772	21	930	9606	POLE2,CHRAC1,CDK4,CCNE1,CDK6,CDK2,SKP2,POLE,PRIM1,REV3L,POLE3,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,CDKN2A,POLE4,POLG2,MCM8-2	POLE2,CHRAC1,CDK4,CCNE1,CDK6,CDK2,SKP2,POLE,PRIM1,REV3L,POLE3,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,CDKN2A,POLE4,POLG2,MCM8-2	5.11e-12	2.52e-09	Transferase activity, transferring phosphorus-containing groups
KEGG	hsa05222	9	92	9606	CDK4,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CCNE2	CDK4,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CCNE2	7.25e-11	3.05e-09	Small cell lung cancer
RCTM	HSA-69091	6	14	9606	POLD3,POLA2,PRIM1,POLA1,POLD2,PRIM2	POLD3,POLA2,PRIM1,POLA1,POLD2,PRIM2	5.4e-11	3.08e-09	Polymerase switching
RCTM	HSA-69166	6	14	9606	POLD3,POLA2,PRIM1,POLA1,POLD2,PRIM2	POLD3,POLA2,PRIM1,POLA1,POLD2,PRIM2	5.4e-11	3.08e-09	Removal of the Flap Intermediate
Component	GO:0043231	66	12149	9606	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2,MCM8-2	CDC6,MCM5,RBX1,POLE2,ORC6,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,GINS3,CUL2,MCM10,CDKN2A,POLE4,CCNE2,ORC4,POLG2,ELOC,POLD2,MCM3,CCNA2,PRIM2,MCM8-2	4.72e-11	3.12e-09	Intracellular membrane-bounded organelle
RCTM	HSA-187577	8	59	9606	CCNA1,CDK4,CCNE1,CDK2,SKP2,CDKN1A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK2,SKP2,CDKN1A,CCNE2,CCNA2	8.03e-11	4.1e-09	SCF(Skp2)-mediated degradation of p27/p21
RCTM	HSA-73894	13	310	9606	RBX1,POLE2,MAD2L2,CCNA1,POLD3,CDK2,POLE,REV3L,DTL,POLE3,POLE4,POLD2,CCNA2	RBX1,POLE2,MAD2L2,CCNA1,POLD3,CDK2,POLE,REV3L,DTL,POLE3,POLE4,POLD2,CCNA2	7.91e-11	4.1e-09	DNA Repair
KEGG	hsa05169	11	192	9606	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CCNE2,CCNA2	1.11e-10	4.13e-09	Epstein-Barr virus infection
Keyword	KW-0238	28	1971	9606	MCM5,POLE2,ORC6,CHRAC1,ORC3,MCM4,MCM6,MCM2,RB1,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,POLG,MCM10,POLE4,ORC4,POLG2,MCM3,PRIM2,MCM8-2	MCM5,POLE2,ORC6,CHRAC1,ORC3,MCM4,MCM6,MCM2,RB1,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,POLG,MCM10,POLE4,ORC4,POLG2,MCM3,PRIM2,MCM8-2	3.05e-11	5.13e-09	DNA-binding
Component	GO:0008622	5	5	9606	POLE2,CHRAC1,POLE,POLE3,POLE4	POLE2,CHRAC1,POLE,POLE3,POLE4	1.11e-10	7.11e-09	Epsilon DNA polymerase complex
Component	GO:0005658	5	5	9606	POLA2,PRIM1,POLA1,MCM3,PRIM2	POLA2,PRIM1,POLA1,MCM3,PRIM2	1.11e-10	7.11e-09	Alpha DNA polymerase:primase complex
COMPARTMENTS	GOCC:0005658	5	5	9606	POLA2,PRIM1,POLA1,MCM3,PRIM2	POLA2,PRIM1,POLA1,MCM3,PRIM2	1.11e-10	7.52e-09	Alpha DNA polymerase:primase complex
COMPARTMENTS	GOCC:0008622	5	5	9606	POLE2,CHRAC1,POLE,POLE3,POLE4	POLE2,CHRAC1,POLE,POLE3,POLE4	1.11e-10	7.52e-09	Epsilon DNA polymerase complex
HPO	HP:0100783	7	15	9606	CDC6,ORC6,GMNN,CDT1,REV3L,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,REV3L,ORC1,ORC4	7.55e-13	9.21e-09	Breast aplasia
Keyword	KW-0227	14	386	9606	RBX1,MAD2L2,POLD3,CDK2,TICRR,MCM9,POLE,REV3L,DTL,RPA4,MCM8,MCMDC2,MCM10,POLD2	RBX1,MAD2L2,POLD3,CDK2,TICRR,MCM9,POLE,REV3L,DTL,RPA4,MCM8,MCMDC2,MCM10,POLD2	8.66e-11	1.09e-08	DNA damage
Keyword	KW-0132	14	384	9606	CDC6,MAD2L2,CCNA1,CDK4,CCNE1,CDK6,CDK2,CDT1,CDC25A,MCMBP,CDK1,CDC7,CCNE2,CCNA2	CDC6,MAD2L2,CCNA1,CDK4,CCNE1,CDK6,CDK2,CDT1,CDC25A,MCMBP,CDK1,CDC7,CCNE2,CCNA2	8.11e-11	1.09e-08	Cell division
RCTM	HSA-5696400	7	41	9606	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	3.04e-10	1.47e-08	Dual Incision in GG-NER
Process	GO:1901992	9	92	9606	CDC6,CDK4,RB1,CDT1,CDC25A,RRM2,DTL,CDK1,CDC7	CDC6,CDK4,RB1,CDT1,CDC25A,RRM2,DTL,CDK1,CDC7	7.25e-11	1.67e-08	Positive regulation of mitotic cell cycle phase transition
RCTM	HSA-5693567	9	113	9606	POLE2,CCNA1,POLD3,CDK2,POLE,POLE3,POLE4,POLD2,CCNA2	POLE2,CCNA1,POLD3,CDK2,POLE,POLE3,POLE4,POLD2,CCNA2	4e-10	1.86e-08	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)
RCTM	HSA-5651801	6	21	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	4.05e-10	1.86e-08	PCNA-Dependent Long Patch Base Excision Repair
Function	GO:0003676	39	4003	9606	CDC6,MCM5,POLE2,ORC6,CHRAC1,ORC2,ORC3,MCM4,ELOB,MCM6,MCM2,POLA2,DBF4,RB1,ORC5,CDT1,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,POLG,MCMDC2,MCM10,CDKN2A,POLE4,ORC4,POLG2,ELOC,POLD2,MCM3,PRIM2,MCM8-2	CDC6,MCM5,POLE2,ORC6,CHRAC1,ORC2,ORC3,MCM4,ELOB,MCM6,MCM2,POLA2,DBF4,RB1,ORC5,CDT1,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,POLG,MCMDC2,MCM10,CDKN2A,POLE4,ORC4,POLG2,ELOC,POLD2,MCM3,PRIM2,MCM8-2	4.84e-11	2.17e-08	Nucleic acid binding
HPO	HP:0006443	7	20	9606	CDC6,ORC6,GMNN,CDT1,DONSON,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,DONSON,ORC1,ORC4	3.88e-12	2.37e-08	Patellar aplasia
Process	GO:1903934	5	5	9606	GINS2,GINS1,GINS4,GINS3,PRIM2	GINS2,GINS1,GINS4,GINS3,PRIM2	1.11e-10	2.53e-08	Positive regulation of DNA primase activity
Process	GO:1902975	5	5	9606	MCM4,MCM2,POLA1,GINS3,MCM3	MCM4,MCM2,POLA1,GINS3,MCM3	1.11e-10	2.53e-08	Mitotic DNA replication initiation
NetworkNeighborAL	CL:6497	5	5	9606	MCM5,GINS2,GINS1,MCM2,GINS3	MCM5,GINS2,GINS1,MCM2,GINS3	1.11e-10	3.18e-08	GINS complex, and Minichromosome  maintenance proteins
Process	GO:0009059	23	1394	9606	POLE2,CHRAC1,MAD2L2,ELOB,POLD3,POLA2,CDK2,RB1,POLE,E2F1,PRIM1,REV3L,DTL,POLE3,POLA1,CRCP,POLG,POLE4,POLG2,ELOC,POLD2,CCNA2,PRIM2	POLE2,CHRAC1,MAD2L2,ELOB,POLD3,POLA2,CDK2,RB1,POLE,E2F1,PRIM1,REV3L,DTL,POLE3,POLA1,CRCP,POLG,POLE4,POLG2,ELOC,POLD2,CCNA2,PRIM2	1.93e-10	4.04e-08	Macromolecule biosynthetic process
Keyword	KW-0597	54	8122	9606	CDC6,MCM5,RBX1,ORC6,CHRAC1,GMNN,ORC2,GINS2,ORC3,CDK4,MCM4,ELOB,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,POLE3,MCM8,POLA1,CDK1,CDKN1A,CDC7,MCMDC2,CUL2,MCM10,CDKN2A,POLE4,CCNE2,POLG2,POLD2,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,ORC6,CHRAC1,GMNN,ORC2,GINS2,ORC3,CDK4,MCM4,ELOB,CCNE1,POLD3,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,REV3L,MCMBP,RRM2,WDHD1,DTL,ORC1,POLE3,MCM8,POLA1,CDK1,CDKN1A,CDC7,MCMDC2,CUL2,MCM10,CDKN2A,POLE4,CCNE2,POLG2,POLD2,MCM3,CCNA2,PRIM2	4.3e-10	4.13e-08	Phosphoprotein
RCTM	HSA-5696397	6	25	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	9.95e-10	4.29e-08	Gap-filling DNA repair synthesis and ligation in GG-NER
HPO	HP:0011267	6	10	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.13e-11	4.59e-08	Microtia, third degree
WikiPathways	WP1971	7	44	9606	CDK4,CDK2,RB1,CDC25A,E2F1,CDK1,CDKN1A	CDK4,CDK2,RB1,CDC25A,E2F1,CDK1,CDKN1A	4.73e-10	4.62e-08	Integrated cancer pathway
WikiPathways	WP4753	7	44	9606	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	4.73e-10	4.62e-08	Nucleotide excision repair
WikiPathways	WP531	6	23	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	6.46e-10	5.04e-08	DNA mismatch repair
RCTM	HSA-174411	6	26	9606	POLD3,POLA2,PRIM1,POLA1,POLD2,PRIM2	POLD3,POLA2,PRIM1,POLA1,POLD2,PRIM2	1.22e-09	5.07e-08	Polymerase switching on the C-strand of the telomere
HPO	HP:0009892	6	11	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.74e-11	5.3e-08	Anotia
NetworkNeighborAL	CL:6464	5	6	9606	MCM4,MCM6,CDC7,MCM10,MCM3	MCM4,MCM6,CDC7,MCM10,MCM3	2.03e-10	5.47e-08	Double-strand break repair via break-induced replication
WikiPathways	WP2261	8	82	9606	CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CDKN2A	8.96e-10	6.36e-08	Glioblastoma signaling pathways
HPO	HP:0009939	6	14	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	5.4e-11	1.1e-07	Mandibular aplasia
Process	GO:1901991	10	167	9606	CDC6,MAD2L2,CDK2,RB1,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	CDC6,MAD2L2,CDK2,RB1,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	5.53e-10	1.13e-07	Negative regulation of mitotic cell cycle phase transition
RCTM	HSA-2559586	7	60	9606	CCNA1,CCNE1,CDK2,RB1,CDKN1A,CCNE2,CCNA2	CCNA1,CCNE1,CDK2,RB1,CDKN1A,CCNE2,CCNA2	3.4e-09	1.39e-07	DNA Damage/Telomere Stress Induced Senescence
KEGG	hsa04934	9	153	9606	CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CDKN2A,CCNE2	CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CDKN2A,CCNE2	4.96e-09	1.45e-07	Cushing syndrome
